1136.9,0.00057429
1137.9,0.0012526
1138.8,0.0027171
1139.8,0.0064177
1140.7,0.010484
1141.7,0.013855
1142.7,0.017286
1143.6,0.020287
1144.6,0.023519
1145.6,0.029174
1146.5,0.034444
1147.5,0.038377
1148.5,0.043992
1149.4,0.049665
1150.4,0.055086
1151.4,0.062043
1152.3,0.069272
1153.3,0.075062
1154.2,0.082499
1155.2,0.094183
1156.2,0.10544
1157.1,0.11561
1158.1,0.12718
1159.1,0.13742
1160,0.14891
1161,0.16604
1162,0.18187
1162.9,0.19523
1163.9,0.21274
1164.9,0.23428
1165.8,0.25732
1166.8,0.27932
1167.7,0.30273
1168.7,0.32909
1169.7,0.36168
1170.6,0.39621
1171.6,0.42804
1172.6,0.46406
1173.5,0.51079
1174.5,0.56062
1175.5,0.6086
1176.4,0.66317
1177.4,0.71769
1178.4,0.77355
1179.3,0.83883
1180.3,0.9129
1181.2,0.99554
1182.2,1.0841
1183.2,1.184
1184.1,1.2763
1185.1,1.3743
1186.1,1.4544
1187,1.5561
1188,1.6779
1189,1.8005
1189.9,1.9433
1190.9,2.1175
1191.9,2.3588
1192.8,5.9641
1193.8,5.9641
1194.7,2.928
1195.7,5.9641
1196.7,5.9641
1197.6,2.456
1198.6,2.3305
1199.6,2.5928
1200.5,3.0357
1201.5,2.4412
1202.5,2.3521
1203.4,2.1917
1204.4,2.0333
1205.4,2.0227
1206.3,2.0383
1207.3,1.9576
1208.2,1.9305
1209.2,1.8721
1210.2,1.7618
1211.1,1.705
1212.1,1.7236
1213.1,1.6988
1214,1.6396
1215,1.5856
1216,1.4999
1216.9,1.487
1217.9,1.4908
1218.9,1.4284
1219.8,1.3969
1220.8,1.3903
1221.7,1.3531
1222.7,1.3064
1223.7,1.2545
1224.6,1.1942
1225.6,1.1667
1226.6,1.1366
1227.5,1.0993
1228.5,1.0508
1229.5,1.0073
1230.4,0.9605
1231.4,0.91502
1232.4,0.87634
1233.3,0.84343
1234.3,0.80453
1235.2,0.7631
1236.2,0.72134
1237.2,0.67269
1238.1,0.62322
1239.1,0.57481
1240.1,0.52877
1241,0.483
1242,0.43599
1243,0.39244
1243.9,0.34973
1244.9,0.31269
1245.9,0.27783
1246.8,0.24345
1247.8,0.21022
1248.7,0.18046
1249.7,0.15372
1250.7,0.1324
1251.6,0.11366
1252.6,0.095242
1253.6,0.078727
1254.5,0.066347
1255.5,0.056087
1256.5,0.047533
1257.4,0.041578
1258.4,0.035655
1259.4,0.029914
1260.3,0.027023
1261.3,0.025251
1262.2,0.022865
1263.2,0.021441
1264.2,0.020682
1265.1,0.019708
1266.1,0.018386
1267.1,0.017396
1268,0.01666
1269,0.015545
1270,0.01443
1270.9,0.013294
1271.9,0.011627
1272.9,0.010316
1273.8,0.0090529
1274.8,0.0075508
1275.7,0.0062267
1276.7,0.0048506
1277.7,0.0030206
1278.6,0.00090762
1279.6,-0.0010105
1280.6,-0.0031249
1281.5,-0.0055466
1282.5,-0.0079415
1283.5,-0.010066
1284.4,-0.012253
1285.4,-0.014216
1286.4,-0.016007
1287.3,-0.017593
1288.3,-0.018804
1289.2,-0.019414
1290.2,-0.020045
1291.2,-0.020543
1292.1,-0.020497
1293.1,-0.020252
1294.1,-0.019774
1295,-0.01896
1296,-0.017988
1297,-0.016813
1297.9,-0.015454
1298.9,-0.01381
1299.9,-0.012221
1300.8,-0.010548
1301.8,-0.0085619
1302.7,-0.0062419
1303.7,-0.0041413
1304.7,-0.0021691
1305.6,-8.0254e-05
1306.6,0.0019525
1307.6,0.0040761
1308.5,0.0062283
1309.5,0.0081518
1310.5,0.0099867
1311.4,0.011884
1312.4,0.013742
1313.4,0.015467
1314.3,0.017096
1315.3,0.018719
1316.2,0.020101
1317.2,0.021352
1318.2,0.022426
1319.1,0.023271
1320.1,0.024252
1321.1,0.025481
1322,0.02685
1323,0.028718
1324,0.031268
1324.9,0.034214
1325.9,0.037716
1326.9,0.041727
1327.8,0.046029
1328.8,0.050321
1329.7,0.054813
1330.7,0.059308
1331.7,0.063355
1332.6,0.067255
1333.6,0.07121
1334.6,0.074766
1335.5,0.077896
1336.5,0.080784
1337.5,0.082941
1338.4,0.084078
1339.4,0.084662
1340.4,0.084584
1341.3,0.08386
1342.3,0.083007
1343.2,0.082005
1344.2,0.080985
1345.2,0.080184
1346.1,0.079611
1347.1,0.079193
1348.1,0.078801
1349,0.07878
1350,0.078996
1351,0.079173
1351.9,0.079314
1352.9,0.079446
1353.8,0.079393
1354.8,0.079292
1355.8,0.079231
1356.7,0.079008
1357.7,0.078732
1358.7,0.078465
1359.6,0.078178
1360.6,0.077887
1361.6,0.077565
1362.5,0.07706
1363.5,0.076508
1364.5,0.076067
1365.4,0.075437
1366.4,0.074672
1367.3,0.073608
1368.3,0.072475
1369.3,0.071465
1370.2,0.070571
1371.2,0.070329
1372.2,0.070971
1373.1,0.071986
1374.1,0.072712
1375.1,0.072848
1376,0.072206
1377,0.070843
1378,0.068621
1378.9,0.065318
1379.9,0.061634
1380.8,0.058604
1381.8,0.056878
1382.8,0.056251
1383.7,0.056561
1384.7,0.057766
1385.7,0.059632
1386.6,0.06204
1387.6,0.065246
1388.6,0.069241
1389.5,0.073831
1390.5,0.079428
1391.5,0.086154
1392.4,0.093325
1393.4,0.10007
1394.3,0.10587
1395.3,0.11057
1396.3,0.11382
1397.2,0.11542
1398.2,0.11533
1399.2,0.1145
1400.1,0.11428
1401.1,0.11492
1402.1,0.11637
1403,0.11834
1404,0.12041
1405,0.12242
1405.9,0.12445
1406.9,0.12644
1407.8,0.12836
1408.8,0.13033
1409.8,0.13246
1410.7,0.13467
1411.7,0.13657
1412.7,0.13814
1413.6,0.13905
1414.6,0.13896
1415.6,0.13808
1416.5,0.1366
1417.5,0.13433
1418.5,0.13179
1419.4,0.12931
1420.4,0.1271
1421.3,0.12522
1422.3,0.12382
1423.3,0.12303
1424.2,0.1231
1425.2,0.12404
1426.2,0.12567
1427.1,0.12788
1428.1,0.13118
1429.1,0.13552
1430,0.14054
1431,0.14655
1432,0.15337
1432.9,0.16072
1433.9,0.16885
1434.8,0.1779
1435.8,0.18731
1436.8,0.19691
1437.7,0.20699
1438.7,0.21673
1439.7,0.22542
1440.6,0.23283
1441.6,0.23894
1442.6,0.2432
1443.5,0.24653
1444.5,0.24942
1445.5,0.2521
1446.4,0.25491
1447.4,0.25815
1448.3,0.2618
1449.3,0.2657
1450.3,0.26993
1451.2,0.27446
1452.2,0.27912
1453.2,0.28417
1454.1,0.28975
1455.1,0.29543
1456.1,0.30041
1457,0.30534
1458,0.31049
1459,0.31504
1459.9,0.31939
1460.9,0.32418
1461.8,0.32943
1462.8,0.33503
1463.8,0.34086
1464.7,0.34665
1465.7,0.35199
1466.7,0.35706
1467.6,0.36202
1468.6,0.36685
1469.6,0.37124
1470.5,0.37413
1471.5,0.37481
1472.5,0.37324
1473.4,0.3695
1474.4,0.36347
1475.3,0.35487
1476.3,0.34427
1477.3,0.33259
1478.2,0.31957
1479.2,0.30537
1480.2,0.29034
1481.1,0.27486
1482.1,0.259
1483.1,0.2428
1484,0.22663
1485,0.21035
1486,0.19433
1486.9,0.17893
1487.9,0.16395
1488.8,0.14951
1489.8,0.13593
1490.8,0.12321
1491.7,0.1114
1492.7,0.10059
1493.7,0.0907
1494.6,0.081478
1495.6,0.072987
1496.6,0.065566
1497.5,0.058942
1498.5,0.052753
1499.5,0.04738
1500.4,0.042431
1501.4,0.037862
1502.3,0.033854
1503.3,0.030295
1504.3,0.026761
1505.2,0.023477
1506.2,0.020813
1507.2,0.018501
1508.1,0.01643
1509.1,0.014561
1510.1,0.012875
1511,0.011166
1512,0.0096578
1513,0.0083735
1513.9,0.0073188
1514.9,0.0064152
1515.8,0.0053539
1516.8,0.0042155
1517.8,0.0036107
1518.7,0.0031433
1519.7,0.0021815
1520.7,0.0013063
1521.6,0.00097788
1522.6,0.00073754
1523.6,0.00061809
1524.5,0.00049687
1525.5,0.00016976
1526.5,-1.617e-05
1527.4,2.0967e-05
1528.4,7.5665e-05
1529.3,-1.7345e-05
1530.3,3.5522e-05
1531.3,4.632e-05
1532.2,-6.6043e-05
1533.2,0.00010753
1534.2,0.00077218
1535.1,0.0011576
1536.1,0.0014794
1537.1,0.0020992
1538,0.0023629
1539,0.002396
1540,0.0032609
1540.9,0.0044261
1541.9,0.0052799
1542.8,0.0063247
1543.8,0.0073651
1544.8,0.0082059
1545.7,0.0095516
1546.7,0.011362
1547.7,0.012926
1548.6,0.014288
1549.6,0.016026
1550.6,0.017989
1551.5,0.019993
1552.5,0.022134
1553.5,0.024248
1554.4,0.02665
1555.4,0.029694
1556.3,0.032517
1557.3,0.035105
1558.3,0.038068
1559.2,0.041402
1560.2,0.044836
1561.2,0.048893
1562.1,0.052995
1563.1,0.056937
1564.1,0.060823
1565,0.064983
1566,0.0691
1567,0.073325
1567.9,0.07789
1568.9,0.082192
1569.8,0.086548
1570.8,0.091315
1571.8,0.095925
1572.7,0.10051
1573.7,0.10489
1574.7,0.10914
1575.6,0.11318
1576.6,0.11754
1577.6,0.12194
1578.5,0.12561
1579.5,0.1286
1580.5,0.13167
1581.4,0.13417
1582.4,0.13608
1583.3,0.13783
1584.3,0.13913
1585.3,0.13994
1586.2,0.14057
1587.2,0.14075
1588.2,0.14055
1589.1,0.14037
1590.1,0.13995
1591.1,0.13938
1592,0.13914
1593,0.13905
1594,0.13908
1594.9,0.13951
1595.9,0.14078
1596.8,0.14247
1597.8,0.14463
1598.8,0.14771
1599.7,0.1516
1600.7,0.15612
1601.7,0.16185
1602.6,0.16853
1603.6,0.17582
1604.6,0.18408
1605.5,0.1931
1606.5,0.20256
1607.5,0.21238
1608.4,0.2222
1609.4,0.23161
1610.3,0.24056
1611.3,0.24894
1612.3,0.25621
1613.2,0.26209
1614.2,0.2669
1615.2,0.27053
1616.1,0.27251
1617.1,0.27442
1618.1,0.27594
1619,0.27638
1620,0.27658
1621,0.27705
1621.9,0.27782
1622.9,0.27901
1623.8,0.28099
1624.8,0.28355
1625.8,0.28688
1626.7,0.29142
1627.7,0.29683
1628.7,0.30288
1629.6,0.30993
1630.6,0.31792
1631.6,0.3263
1632.5,0.33537
1633.5,0.34503
1634.5,0.35492
1635.4,0.3651
1636.4,0.37609
1637.3,0.38691
1638.3,0.3976
1639.3,0.40848
1640.2,0.41888
1641.2,0.42818
1642.2,0.43666
1643.1,0.44441
1644.1,0.45097
1645.1,0.45645
1646,0.46148
1647,0.46586
1648,0.46884
1648.9,0.47078
1649.9,0.47189
1650.8,0.47169
1651.8,0.4704
1652.8,0.46825
1653.7,0.46533
1654.7,0.46101
1655.7,0.45559
1656.6,0.44898
1657.6,0.44106
1658.6,0.43216
1659.5,0.42225
1660.5,0.41158
1661.5,0.40061
1662.4,0.38945
1663.4,0.37869
1664.3,0.36826
1665.3,0.35807
1666.3,0.34807
1667.2,0.33868
1668.2,0.32988
1669.2,0.32144
1670.1,0.31347
1671.1,0.30588
1672.1,0.29836
1673,0.2908
1674,0.28314
1675,0.27505
1675.9,0.26673
1676.9,0.25792
1677.8,0.24828
1678.8,0.23775
1679.8,0.2264
1680.7,0.21434
1681.7,0.2016
1682.7,0.18857
1683.6,0.17519
1684.6,0.16204
1685.6,0.14995
1686.5,0.13835
1687.5,0.12701
1688.5,0.11652
1689.4,0.10696
1690.4,0.098179
1691.3,0.090279
1692.3,0.083526
1693.3,0.077502
1694.2,0.072148
1695.2,0.067468
1696.2,0.064098
1697.1,0.061511
1698.1,0.059089
1699.1,0.056978
1700,0.055201
1701,0.054479
1702,0.054304
1702.9,0.053884
1703.9,0.053521
1704.8,0.053609
1705.8,0.053964
1706.8,0.054215
1707.7,0.054648
1708.7,0.055295
1709.7,0.05583
1710.6,0.056453
1711.6,0.057298
1712.6,0.0579
1713.5,0.058377
1714.5,0.059044
1715.5,0.059812
1716.4,0.060243
1717.4,0.060726
1718.3,0.061605
1719.3,0.062175
1720.3,0.062567
1721.2,0.063063
1722.2,0.063314
1723.2,0.063481
1724.1,0.063817
1725.1,0.063883
1726.1,0.063586
1727,0.063345
1728,0.063032
1729,0.062509
1729.9,0.061942
1730.9,0.061352
1731.8,0.060323
1732.8,0.059039
1733.8,0.057846
1734.7,0.056561
1735.7,0.055221
1736.7,0.053719
1737.6,0.052036
1738.6,0.050086
1739.6,0.04805
1740.5,0.046117
1741.5,0.043941
1742.5,0.04164
1743.4,0.039383
1744.4,0.037061
1745.3,0.034704
1746.3,0.03252
1747.3,0.030289
1748.2,0.028015
1749.2,0.026052
1750.2,0.024136
1751.1,0.022198
1752.1,0.020567
1753.1,0.01904
1754,0.017528
1755,0.016074
1756,0.014618
1756.9,0.013326
1757.9,0.012239
1758.8,0.011208
1759.8,0.010154
1760.8,0.009168
1761.7,0.0084627
1762.7,0.0078524
1763.7,0.0071832
1764.6,0.0065397
1765.6,0.0059187
1766.6,0.0053017
1767.5,0.0048349
1768.5,0.004478
1769.5,0.0041181
1770.4,0.0037037
1771.4,0.0033218
1772.3,0.0028808
1773.3,0.0027794
1774.3,0.0027746
1775.2,0.0025644
1776.2,0.0022631
1777.2,0.0021815
1778.1,0.0019533
1779.1,0.0016389
1780.1,0.0014873
1781,0.0014118
1782,0.0012777
1783,0.0012073
1783.9,0.0011169
1784.9,0.00093312
1785.8,0.00085923
1786.8,0.00086621
1787.8,0.00066259
1788.7,0.0005084
1789.7,0.00054503
1790.7,0.00039754
1791.6,0.00011287
1792.6,0.00015554
1793.6,0.00028749
1794.5,0.00020809
1795.5,0.00015221
1796.5,0.00015225
1797.4,4.6167e-05
1798.4,-4.2205e-05
1799.3,6.8642e-05
1800.3,1.1432e-05
1801.3,-0.00013063
1802.2,1.5397e-05
1803.2,9.4645e-05
1804.2,-9.2054e-06
1805.1,4.1862e-05
1806.1,0.00012454
1807.1,2.0229e-05
1808,5.657e-06
1809,0.00013801
1810,9.2362e-05
1810.9,3.3219e-06
1811.9,0.00023172
1812.8,0.0002947
1813.8,0.00017366
1814.8,0.00037599
1815.7,0.00058763
1816.7,0.00045304
1817.7,0.00049583
1818.6,0.0006911
1819.6,0.0006733
1820.6,0.00068304
1821.5,0.00095083
1822.5,0.0010778
1823.5,0.0011631
1824.4,0.001335
1825.4,0.0014761
1826.3,0.001559
1827.3,0.0018106
1828.3,0.0019923
1829.2,0.0018835
1830.2,0.001955
1831.2,0.0024029
1832.1,0.0026418
